"ID","psi","Slope","p.val"
117,0.137879930162861,-2.11621001749673,0.300278261467606
422,0.376606361329706,-2.54070403055637,0.0192873058529137
783,0.158446906647218,-7.1850631079338,5.04528910384778e-05
953,0.106176867762069,-8.05253474709737,5.31478918847935e-05
1179,0.112030807984596,-11.1582258055742,4.91635408730886e-05
1327,0.048892194443413,-24.8026604014198,1.25306501324164e-05
1375,0.30572644805408,0.607732290191882,0.696245495480829
1655,0.351640590111903,0.325141380576871,0.665949844937625
1799,0.63388408064889,-0.176388201654577,0.900507577154291
2111,0.0620740175148271,-4.99606768131456,0.00514335255309971
2156,0.402347752741352,0.0707515482882869,0.965421971147773
2171,0.79429591550233,-2.68709806145424,0.0259181583699347
2252,0.0630671561078346,-13.0872190437359,0.0220619928018527
2880,0.0727578124223636,-10.6730951361238,1.25325490559917e-06
3073,0.0599803127615111,-19.0746328545131,7.71322299878833e-06
3563,0.663640707326313,-0.0459197608726084,0.319196920261838
3684,0.0624632869780048,-6.34206909717781,0.0359807051801589
3904,NA,NA,NA
4464,0.214387261963962,0.566152190908379,0.81576915065193
4996,0.325468753138836,-1.03882338382372,0.119628847809399
4998,0.528273139550993,0.429514403122678,0.551318929664644
5057,0.537199938458713,-0.0597924675196693,0.229127840927682
5066,0.152140038009093,-0.133557650082014,0.851438034298502
5230,0.0700755833293213,-15.3823218624547,7.39979012204045e-08
5530,0.365747597586822,1.50740358979164,0.426629838417899
5877,0.0883132335905089,-1.58583924699445,0.417967727489162
5911,0.0947399868484045,-3.18220004928841,0.0282018579780671
6083,0.414893561895567,-3.11730968714647,0.0431808766455435
6168,0.10197325243256,-15.2884209549441,7.8172421997208e-16
6324,0.0772661814247961,-8.14745508009568,0.00116581930526373
6412,0.0772618158688459,-15.4400957558405,1.55435896223059e-07
6469,0.0996705969227171,-3.21498391082011,0.0546443789266876
6471,0.199458733060075,-4.32619417214789,0.00800601364955501
6478,0.0610336799227729,0.541539551473705,0.822959035241584
6899,0.0688759860164093,-19.0622925796392,1.20128458219295e-05
7038,0.321205355039842,3.51305178027741,0.0174183957179098
7119,NA,NA,NA
7179,0.0715752545272048,-4.81285400142858,0.00277551108930942
7325,0.323172239566464,3.02831102537318,0.0428125086611477
7504,0.0634711225990267,-26.9369648234515,3.29982715351114e-07
7627,0.0617905227145861,-14.6063961245029,0.00155320525268803
7901,0.0798900407102381,-13.4344851066346,7.73607669861478e-07
8022,0.132223277410117,-10.6269187115884,0.0105099742761581
8091,0.320689222520316,0.112245909647543,0.910330118107838
8112,0.275893056526081,2.11940759745172,0.229149845178349
8146,0.43600378846935,-3.05365616268679,0.0256671726752001
8287,0.178266365964642,-4.7874074528496,0.015862225018288
8312,0.070088272316137,-11.8107562797293,6.70890349114497e-06
8313,0.045037317610496,-9.9631928073233,0.000103810717803412
8333,0.134334611012318,-5.35620157401808,0.080340120842802
8335,0.550106537242727,-1.36658847481063,0.0431979760858853
8399,0.266955400979174,0.342285020848737,0.888437537000693
8432,0.770856436872192,-0.624146421620309,0.701999477806342
8438,0.173302620420863,6.41139690538281,0.00984693179391336
8464,0.140662737506414,-5.28405813692018,0.00199073982963716
8489,0.349542139247461,-4.0921052081772,0.000234666365907765
8561,0.0989535162301891,-9.87903289523863,0.00107981516881991
8693,0.444773543553917,0.431470773541021,0.688258151808019
8754,0.0501886512113188,-9.80757845572449,0.00906516104210306
8918,0.274739488575536,-1.19739223351848,0.493382046943899
9100,0.173733053411748,-2.43060739791413,0.0809087234431837
9322,0.717689538847592,0.807026193479801,0.206630724807715
9432,0.147510381250354,-8.01629263917382,2.29330508937682e-05
9586,0.0889383473981916,-4.49512218098619,0.00496588615556322
9622,0.64058227506216,0.843370568986698,0.40739342050071
9645,0.102768819144946,-4.79805388504038,0.0277616897944965
9693,0.268005463291849,3.72537533065066,0.126106544456183
9795,0.604297659054791,-0.0804739238134791,0.928904768967004
9807,0.0490844114908861,-4.81864506148446,0.147226297293405
9810,NA,NA,NA
9811,0.0924821220212747,-1.57459580259507,0.597018997450213
9938,0.200281155122078,-3.23251597371549,0.0599699870510575
9988,0.632084293980823,-0.516872545409534,0.727198550095957
10078,0.0699207794596289,-11.753199476421,0.0355858575289213
10094,0.092302102408563,-7.2363974835689,0.0436166241678878
10227,0.157470232676006,-0.393069174760265,0.764374902517962
10657,0.108800714986636,0.842860113086459,0.807599278074046
10680,0.489204358667493,1.92126232610544,0.09822258894885
11030,0.825182035659166,0.164323771881372,0.294990421301875
11164,0.07329765835618,-5.55723035595764,0.064003998351813
11467,0.262609079458689,-4.5899901147972,0.00135900574390915
11476,0.0761826531380761,-10.370159010089,5.41247613295852e-06
11535,0.0400926501281888,-12.3153450181973,9.91014701686804e-06
11570,0.0996731997767379,-6.92722637196355,0.000235704733299887
11631,0.154096658860868,-3.69678613219375,0.0909037476744882
11736,0.226835194238285,0.765949177616695,0.633344895138775
11762,0.0717412222454593,-7.40958305165036,0.00054432857068259
11777,0.0574930956662999,-12.5210770069347,0.000295194137932683
12763,0.328834543951372,7.09808286710466,1.89107773561928e-06
13210,0.0694645565541869,-12.0817457300555,0.000462431221324554
13333,0.0945450832512337,-14.0906287218407,2.04662394915575e-07
13557,NA,NA,NA
13604,0.0707485402695241,-8.76191956775211,7.29432567202472e-06
13605,0.175207330338218,-5.96547056059021,0.0840110595932261
14052,0.340175277959805,-4.48860394448145,0.0053128706841663
14295,0.064168233749583,-25.615224555775,7.9355977928259e-18
14298,0.0549238797246092,-11.3534849685127,0.00010254537924125
14407,0.0617852771919572,-23.3041204943487,0.00221631468879764
14429,0.18496267760287,-9.12223383059234,4.24306341460848e-05
14474,0.484846625182631,4.02089729128249,4.70829165919506e-06
14477,0.236215650153245,0.728082736338252,0.661799563380993
14557,0.0723324894676704,-21.3099741802456,6.08705152729007e-12
14643,0.0736143558761415,-5.2718908224923,0.000526833742170747
14760,0.635838070154478,0.325340175088765,0.885866672336284
